LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
316,2034,142708,Primary,45,36,12,43.1,30.5,11,19.8,"£44,850"
316,2036,144141,Primary,42,26,9,39.2,23.2,8,14.8,"£41,540"
316,2037,102728,Primary,34,16,4,29.2,14.1,2.7,19.2,"£48,717"
316,2038,102729,Primary,19,20,6,18.2,17.6,5.8,14,"£47,302"
316,2039,102730,Primary,22,26,5,21.6,22.5,4.3,20.2,"£44,616"
316,2043,144139,Primary,24,26,5,23.4,23.7,4.7,16.6,"£45,959"
316,2047,145367,Primary,37,45,10,34.9,33.7,5.5,18.4,"£39,294"
316,2049,102735,Primary,16,19,6,14,16,5.4,18.3,"£45,365"
316,2051,102736,Primary,32,17,7,30.3,14.2,5.8,18.4,"£45,370"
316,2055,144140,Primary,30,29,5,29.2,25.1,4.3,20.1,"£48,067"
316,2058,102740,Primary,25,20,8,23.8,17.3,7.5,16.5,"£41,732"
316,2059,145087,Primary,35,36,9,34.2,31.9,7.9,17.5,"£43,106"
316,2061,102742,Primary,35,32,6,35,30.8,5.5,18,"£42,826"
316,2064,145627,Primary,29,36,5,29,31.5,5,22.2,"£46,734"
316,2065,102745,Primary,13,13,6,13,11.7,5.1,18,"£44,199"
316,2066,102746,Primary,42,34,17,40,27.9,12,16.6,"£44,773"
316,2069,102748,Primary,33,20,7,30.8,17,6.9,18.5,"£44,546"
316,2071,143881,Primary,26,46,18,25.4,39.5,15.2,17,"£49,599"
316,2073,142267,Primary,63,32,20,61.4,30.5,19,15.2,"£41,741"
316,2077,102751,Primary,30,27,15,27.2,24.3,13.7,22.8,"£45,418"
316,2079,102752,Primary,42,41,9,40.8,36.9,7.2,14.9,"£44,226"
316,2080,141296,Primary,49,30,12,47.4,29.9,12,13.4,"£39,627"
316,2081,142726,Primary,17,30,11,16.6,27.3,10.1,25.2,"£58,778"
316,2083,102755,Primary,33,34,13,31.7,28.1,11.4,19.8,"£48,096"
316,2088,145365,Primary,21,19,6,20.1,16.7,5.4,18.3,"£44,173"
316,2089,102758,Primary,27,53,8,26.7,46.2,7.8,18,"£44,882"
316,2090,102759,Primary,25,30,21,24,25.1,16.1,18.3,"£44,687"
316,2091,143882,Primary,26,30,21,25.4,24.1,18.2,18.4,"£46,083"
316,2092,102761,Primary,34,47,12,32.1,38.5,11.3,17.4,"£44,543"
316,2093,145366,Primary,49,58,13,48,50.5,12.1,17.9,"£43,514"
316,2094,145364,Primary,45,37,16,43.2,31.5,15.6,18.8,"£46,540"
316,2095,102763,Primary,49,46,16,45.2,38.8,13.6,19.9,"£45,261"
316,2096,130381,Primary,49,55,31,47.1,48.6,26.7,20.3,"£48,116"
316,2097,130995,Primary,52,38,27,49.6,34,24.8,18,"£43,504"
316,2098,145368,Primary,34,34,12,30.5,30.2,11.2,16.9,"£42,354"
316,2099,144527,Primary,31,15,5,29.3,13.4,4.6,15.4,"£41,248"
316,2101,132789,Primary,26,34,9,25.4,34,9,17.5,"£45,223"
316,2102,143277,Primary,30,27,14,26.8,22.8,11.6,15.8,"£40,043"
316,2104,132812,Primary,27,23,11,26.6,18.4,10.9,15.3,"£44,313"
316,3000,102764,Primary,13,14,4,13,13.6,3.5,19.1,"£43,527"
316,3001,102765,Primary,19,21,5,17.4,15.8,4.4,17.9,"£45,169"
316,3300,102766,Primary,13,12,6,12.6,9.6,5.2,16.7,"£43,706"
316,3503,102769,Primary,29,21,8,26.9,15.2,6.4,15.5,"£44,989"
316,3505,141925,Primary,26,31,7,25,27.5,6.2,18.4,"£41,844"
316,3506,141927,Primary,13,15,4,13,13.9,3.9,19.2,"£41,604"
316,3507,102773,Primary,14,8,2,11.8,6.8,2,18.2,"£46,920"
316,3508,102774,Primary,17,14,7,15.6,12.2,6.8,19.4,"£47,152"
316,3510,102770,Primary,22,21,9,21.6,18.3,5.9,18.8,"£47,980"
316,3511,131926,Primary,25,33,6,24.6,31.3,5.9,18.8,"£36,783"
316,4000,138403,16 plus,38,0,15,33.8,0,14.9,13.8,"£38,973"
316,4001,138196,All through,91,40,20,90.1,37.5,18.7,13.4,"£41,358"
316,4003,139703,All through,114,36,31,112.7,35.3,29.5,16.7,"£44,784"
316,4004,139834,Secondary,47,15,21,46.6,14.8,20,11.1,"£41,342"
316,4005,140373,All through,139,70,21,137.2,63.8,20.5,15.1,"£48,464"
316,4006,141082,Secondary,28,4,7,27.8,4,6.4,11.6,"£42,601"
316,4008,143274,Secondary,90,7,23,86.8,6.8,22.2,13,"£48,581"
316,4009,142903,Secondary,36,8,17,33.5,7.6,15.2,12.1,"£44,320"
316,4010,144511,16 plus,NA,NA,NA,NA,NA,NA,NA,NA
316,4011,144739,All through,20,1,4,20,1,4,15.6,"£40,072"
316,4012,145113,Secondary,105,34,30,102.9,28.5,28.7,13.9,"£47,941"
316,4013,145410,Secondary,129,43,33,127.2,36.3,30.5,6.4,"£49,374"
316,4015,102776,Secondary,102,28,29,93.5,25.6,28.1,15,"£50,081"
316,4016,102777,Secondary,58,13,20,56.8,12.4,18.2,13.1,"£48,619"
316,4025,102778,Secondary,103,29,33,100.3,28.9,31.7,13.8,"£44,579"
316,4031,136669,Secondary,165,18,16,165,17.2,16,14.2,"£37,653"
316,4032,102782,Secondary,102,26,33,95.6,23.1,30.6,14.7,"£45,706"
316,4034,102784,Secondary,72,31,24,71.4,28.3,21.3,14.4,"£46,297"
316,4035,142644,Secondary,81,29,28,79.4,27.6,26.4,15.8,"£41,467"
316,4037,132058,Secondary,88,22,33,87,20.9,32.4,17.3,"£46,273"
316,4600,102786,Secondary,84,9,33,82.3,8.8,31.1,15.7,"£50,561"
316,4601,102787,Secondary,81,16,26,77.6,14.5,22.8,16.9,"£49,093"
316,5400,136978,Secondary,94,17,31,87.7,15.6,27.7,15.6,"£46,948"
317,2000,136934,Primary,16,9,2,16,9,1.6,23,"£34,025"
317,2001,142489,Primary,32,15,3,32,13.7,2.6,25.4,"£31,919"
317,2002,102795,Primary,31,24,13,24.8,14,8,18.6,"£44,542"
317,2008,142455,Primary,12,7,3,7.2,4.7,1.5,16.8,"£39,564"
317,2012,102798,Primary,48,36,10,45.8,32.5,9.4,19.4,"£35,275"
317,2015,102800,Primary,35,29,11,34.2,26.3,10.6,18.4,"£38,066"
317,2017,102802,Primary,38,22,15,32.8,12.1,13.3,21.1,"£43,570"
317,2021,102805,Primary,22,14,6,20.6,12.6,5.3,19.8,"£39,588"
317,2022,102806,Primary,21,11,11,19.3,7.4,6.3,23.4,"£40,999"
317,2023,102807,Primary,42,21,11,39.5,15.3,8.4,16.1,"£42,677"
317,2024,145044,Primary,25,15,13,24.1,10.6,10.4,22,"£41,357"
317,2025,102808,Primary,18,11,5,17,9,5,19.7,"£37,933"
317,2030,102811,Primary,20,22,9,19.6,17.8,8.3,22.5,"£37,223"
317,2031,102812,Primary,41,20,23,36.4,15.5,16.3,24.7,"£42,519"
317,2038,102819,Primary,45,28,17,44.4,25.8,14.7,22.6,"£40,946"
317,2039,102820,Primary,32,24,12,31,16.6,10.7,23.1,"£36,458"
317,2042,102823,Primary,37,24,22,35.8,19.6,12.3,18.2,"£40,313"
317,2051,102830,Primary,48,34,16,38.1,26.9,12.7,11.4,"£45,765"
317,2053,102831,Primary,20,18,7,16.9,11.8,5.2,20.2,"£38,112"
317,2054,102832,Primary,22,14,7,18.4,10.1,6.4,24.2,"£39,796"
317,2055,102833,Primary,22,17,7,20.6,13.7,6,21.6,"£45,347"
317,2056,102834,Primary,48,44,7,46.4,40.7,6.8,18.4,"£42,061"
317,2057,102835,Primary,33,24,9,29.1,17.5,6.7,22.6,"£39,816"
317,2058,102836,Primary,32,28,10,30,21.6,9.6,21.6,"£42,278"
317,2061,102837,Primary,23,22,15,21.9,17.4,8.5,19.2,"£43,144"
317,2062,102838,Primary,25,22,6,20.7,17,4.6,20.7,"£40,391"
317,2063,102839,Primary,37,25,6,33.4,22.4,4.9,21.1,"£40,442"
317,2066,102840,Primary,42,25,13,37.8,21.7,10.8,21.9,"£38,920"
317,2069,131013,Primary,41,35,14,34,20.3,10.5,19.5,"£41,767"
317,2070,145045,Primary,30,19,8,28.8,16.9,6.8,23.4,"£38,342"
317,2071,131304,Primary,48,36,17,43.8,26.2,14.2,17.9,"£41,352"
317,2072,131847,Primary,56,51,14,50,35.1,12.5,22.1,"£43,944"
317,2073,131930,Primary,41,26,13,34.8,18.9,11.2,20.2,"£41,572"
317,3300,102841,Primary,11,12,4,9.6,6.6,2.3,23,"£45,591"
317,3500,102842,Primary,21,25,8,18.3,14.6,5.6,24.1,"£38,549"
317,3504,102843,Primary,21,12,5,17.7,10.8,4.9,24.1,"£39,525"
317,3505,102844,Primary,22,9,20,21.2,5.3,12.7,20.8,"£36,723"
317,3506,102845,Primary,20,17,5,18.2,12.6,4.9,23.8,"£41,449"
317,3507,140295,Primary,18,16,7,16.7,12.6,5,23,"£37,845"
317,3509,102847,Primary,15,11,9,13.7,8.7,6.5,18.7,"£39,550"
317,3513,102848,Primary,25,27,4,19.4,20.7,4,22.1,"£42,988"
317,3514,131682,Primary,23,18,11,18.8,14.9,8,22.8,"£40,068"
317,3516,133931,Primary,18,15,12,16.7,10.9,5.3,20.5,"£40,590"
317,3517,133932,Primary,16,13,5,13.2,7.9,3.8,22.3,"£45,294"
317,3519,133934,Primary,27,10,14,27,9,11.2,27.3,"£39,117"
317,3520,133935,Primary,21,3,5,19.4,2.7,3.1,24.6,"£37,551"
317,3521,133936,Primary,21,24,14,18.3,18.4,8.3,22.8,"£40,220"
317,3523,133938,Primary,22,15,8,18.9,11.4,5.1,19.1,"£40,326"
317,3524,133939,Primary,21,6,8,18.4,4.7,5.6,19.7,"£43,452"
317,3527,127046,Primary,36,23,7,35,19.2,6.3,22.2,"£39,015"
317,3528,131625,Primary,53,38,22,44.8,26.5,16.7,19.6,"£38,238"
317,3529,143617,Primary,28,9,7,27.6,8.4,6.6,24.4,"£34,938"
317,4000,137692,Secondary,64,10,11,60.8,8.4,10.1,9.5,"£37,324"
317,4001,138518,All through,94,28,25,89.7,24.4,22.7,17.3,"£45,043"
317,4002,142896,All through,10,9,3,10,8.1,3,24.1,"£43,626"
317,4006,102849,Secondary,73,29,34,68.1,18.5,28.1,15.6,"£43,627"
317,4007,102850,Secondary,55,3,16,51.7,2.1,14.3,20.2,"£45,431"
317,4021,102851,Secondary,89,22,55,81.9,17.4,41.8,16.9,"£45,020"
317,4025,102852,Secondary,66,2,24,57.4,1.2,22.4,19.1,"£43,137"
317,4027,140475,All through,156,40,47,152.3,35.7,45.6,18.4,"£44,517"
317,4029,102854,Secondary,104,16,30,100.4,12.5,28.3,17.8,"£39,080"
317,4030,140575,Secondary,167,40,37,158.6,32.2,32.4,16.2,"£36,426"
317,4032,102856,All through,113,44,30,104.2,35.6,28.4,18.1,"£40,336"
317,4033,102857,Secondary,80,29,32,77.6,19.4,28.6,16.2,"£43,132"
317,4035,102858,Secondary,134,19,59,125.4,14.5,49.6,15.6,"£43,253"
317,4040,133405,Secondary,115,21,31,101.9,15.6,27.5,17.7,"£42,237"
317,4603,102860,Secondary,101,12,44,91.8,7.1,35.5,18.6,"£49,702"
317,4604,102861,Secondary,52,11,19,48.8,10.1,18.2,21.6,"£43,562"
317,4605,137418,Secondary,48,5,17,44,3.5,15.7,17.6,"£44,922"
317,4800,137088,Secondary,71,17,22,68.9,13.4,20.5,16.6,"£44,091"
317,5400,136267,Secondary,93,22,22,87.7,17.5,19.2,14.4,"£42,962"
318,2000,139122,Primary,9,4,14,7.7,3,4,23.2,"£49,448"
318,2001,102883,Primary,16,17,9,11.8,8.9,4.4,22.6,"£41,409"
318,2003,139421,Primary,8,5,3,7.6,4,2.8,23.2,"£44,003"
318,2004,102884,Primary,23,23,4,20.3,13.9,3.8,14.2,"£39,541"
318,2005,139549,Primary,23,13,6,19.2,8.3,4.5,16.2,"£37,207"
318,2006,102885,Primary,28,32,11,24.1,21.8,7.9,22.5,"£40,787"
318,2007,102886,Primary,26,10,7,20.3,6.1,5.1,17.8,"£38,253"
318,2008,102887,Primary,23,15,6,18.3,8.7,4.9,21,"£37,869"
318,2009,102888,Primary,21,17,6,17.2,10.8,5.1,22,"£38,865"
318,2010,102889,Primary,14,22,8,11.6,13,3.5,20.7,"£41,459"
318,2011,102890,Primary,28,20,4,23.3,13.6,4,18,"£44,565"
318,2012,102891,Primary,23,26,14,18.3,17.4,10.6,20,"£42,805"
318,2013,102892,Primary,19,25,4,17,15.2,3.4,20.2,"£37,332"
318,2015,102893,Primary,11,16,7,10.3,9.8,3.9,22.3,"£41,096"
318,2017,142012,Primary,4,4,3,4,1.6,1.9,29,"£41,950"
318,2018,102895,Primary,20,20,7,18.7,14,5.7,22.5,"£38,542"
318,2019,102896,Primary,19,18,7,13.6,11.4,5.2,18.8,"£43,130"
318,2020,102897,Primary,32,32,4,28.3,26.4,3.3,21.2,"£38,097"
318,2021,102898,Primary,46,49,11,39.2,26.6,8.6,18.1,"£40,308"
318,2023,102900,Primary,21,13,4,15.3,8.1,3.4,22.8,"£39,209"
318,2024,102901,Primary,15,16,3,11.4,9.7,2.7,20.6,"£43,106"
318,2025,142122,Primary,7,5,2,7,4.1,2,26.7,"£34,962"
318,2028,102902,Primary,28,42,8,24.6,20.2,5.6,19.3,"£39,169"
318,2029,145122,Primary,27,19,8,25,13.3,5.5,17,"£39,608"
318,2032,102903,Primary,43,45,8,33.5,29.7,7,22.9,"£41,657"
318,2035,102904,Primary,31,25,16,28.5,19.8,8.6,20.4,"£37,508"
318,2036,102905,Primary,30,22,8,26.5,19.1,7.7,23.5,"£42,437"
318,2037,102906,Primary,27,21,6,24.7,16.9,4.4,23,"£41,929"
318,2039,133343,Primary,14,15,2,9.9,9.8,2,18.9,"£39,498"
318,2040,133728,Primary,24,15,4,20.4,12.6,3,22,"£42,307"
318,3303,102907,Primary,14,26,6,11.4,20.9,4.1,18.8,"£41,678"
318,3304,102908,Primary,24,27,8,19.8,19.3,6.1,21.9,"£39,035"
318,3309,102909,Primary,10,5,2,8.2,3.1,1.7,30.3,"£33,766"
318,3310,102910,Primary,18,13,4,14.3,8.2,2.9,20.9,"£38,799"
318,3312,102911,Primary,15,6,6,14.1,4.6,4.1,19.9,"£36,516"
318,3315,102912,Primary,24,20,5,20.7,12.8,3.5,21.3,"£39,798"
318,3316,102913,Primary,38,27,4,32.6,18.9,2.7,20.1,"£42,090"
318,3317,102914,Primary,34,28,9,27.8,19.5,5.6,23.3,"£40,582"
318,3319,102915,Primary,26,27,6,18.2,18,3.5,22.7,"£42,499"
318,3320,102916,Primary,11,19,11,10.4,11.5,5.9,23.3,"£42,935"
318,3321,102917,Primary,29,31,8,26.8,22.8,6.2,23.1,"£44,664"
318,3322,102918,Primary,13,16,4,9.5,5.4,2.7,22.1,"£44,129"
318,3324,102919,Primary,14,5,6,11.8,4.3,3.9,18.8,"£39,228"
318,3326,102920,Primary,22,23,7,19.1,14,4.3,24.8,"£42,213"
318,3327,102921,Primary,19,19,5,17.2,13.4,3.5,24.2,"£39,915"
318,4000,139121,Secondary,56,20,16,49,12,10.9,16.1,"£41,176"
318,4001,141963,Secondary,31,4,11,30.6,3.7,10.1,14.7,"£39,678"
318,4002,143022,Secondary,17,1,4,16.4,1,2.4,16.3,"£46,635"
318,4003,143419,Secondary,37,6,15,35.5,5.6,13.9,18.9,"£46,203"
318,4004,143420,Secondary,32,8,23,31.3,7.4,19.8,17.2,"£45,596"
318,4006,138825,Secondary,92,13,42,85.8,10.7,37.7,16.3,"£40,748"
318,4010,138651,Secondary,90,20,32,83.9,12.7,23.4,15.3,"£44,322"
318,4013,138460,Secondary,68,8,17,64.1,7.2,16.3,19.1,"£43,921"
318,4021,138461,Secondary,91,24,32,82.4,18.1,23.9,16.9,"£45,884"
318,4603,102929,Secondary,51,18,25,48.4,14.1,22,18.4,"£44,135"
318,6907,136208,Secondary,58,20,17,55.5,19.3,16.6,15.7,"£43,144"
319,2000,102958,Primary,78,87,13,65.4,43.9,10.7,18.4,"£38,627"
319,2001,145977,Primary,33,37,5,27.6,24.5,4.8,23.4,"£40,267"
319,2002,143411,Primary,19,22,4,19,15.8,4,22.7,"£39,729"
319,2003,142177,Primary,60,40,9,55.2,31.1,7,17.6,"£39,355"
319,2004,139965,Primary,12,14,4,10.7,8,3,35,"£46,999"
319,2007,145481,Primary,21,17,5,17.3,10,4.8,20.1,"£39,098"
319,2008,141876,Primary,21,37,4,19.9,29,4,14,"£40,791"
319,2009,143375,Primary,21,14,5,18.5,10.8,3.4,25.8,"£41,995"
319,2011,140260,Primary,37,37,11,32.8,21.1,8.8,26.5,"£41,042"
319,2012,146160,Primary,24,19,8,21.5,14,6,20.5,"£36,304"
319,2013,142398,Primary,19,10,4,18.8,6.3,3.4,24.4,"£41,388"
319,2015,144544,Primary,22,21,6,20.1,18.7,6,17.3,"£42,672"
319,2016,102969,Primary,31,27,8,29.8,15.5,8,20.9,"£40,256"
319,2017,145742,Primary,21,26,5,17.7,20.7,5,18,"£41,394"
319,2019,102971,Primary,25,24,5,21.5,16.6,3.3,21.1,"£41,435"
319,2022,141891,Primary,21,20,7,20.5,16.2,5.7,21,"£33,418"
319,2023,102975,Primary,33,46,6,30.4,26.3,4.9,22.5,"£39,944"
319,2026,145484,Primary,29,27,7,27.2,19.5,6.2,22.8,"£40,210"
319,2027,143628,Primary,21,20,5,18,12.2,4.4,23,"£41,986"
319,2034,142750,Primary,18,17,6,14.2,10.4,4.9,22.2,"£41,629"
319,2037,102981,Primary,14,11,6,10.2,7.8,3.6,26.3,"£41,302"
319,2038,102982,Primary,36,48,7,29.7,24.7,5.4,20.7,"£39,377"
319,2040,102983,Primary,15,15,2,14.2,10.5,2,19.8,"£38,443"
319,2041,102984,Primary,20,14,6,16.6,10.1,5.2,21.5,"£41,165"
319,2042,102985,Primary,15,9,4,11.9,6.8,2.5,19.3,"£39,800"
319,2043,102986,Primary,18,25,4,14.9,17.9,3.7,15.8,"£40,846"
319,2045,136796,Primary,32,22,4,27.4,13.9,4,21.2,"£38,992"
319,2048,131103,Primary,20,21,7,19.4,16.1,6,22.6,"£39,762"
319,2049,130934,Primary,32,39,8,29.6,30.2,6.1,21.7,"£39,814"
319,3301,102990,Primary,26,25,6,21.8,12.5,4.6,20.4,"£37,662"
319,3303,102991,Primary,17,21,4,15,11.6,3.7,23.7,"£40,176"
319,3304,102992,Primary,28,19,5,21.7,14.2,4.2,20.7,"£37,123"
319,3500,102993,Primary,29,26,7,21.9,17.7,5.1,21,"£38,646"
319,3501,102994,Primary,20,12,4,18.4,9.6,3.1,19.5,"£38,586"
319,3502,102995,Primary,12,13,4,11.5,11.1,2.1,25.3,"£36,150"
319,3503,102996,Primary,20,17,5,19.5,13.5,4.4,19.7,"£39,479"
319,3504,102997,Primary,23,18,5,18,15.7,3.4,18.5,"£41,276"
319,4000,136799,Secondary,81,8,27,77.3,7.4,25.6,17.3,"£44,408"
319,4002,136797,Secondary,86,9,29,80.3,7.6,25.1,16.6,"£43,785"
319,4005,143706,Secondary,14,1,5,13.5,1,5,14.2,"£42,729"
319,4007,136800,Secondary,117,33,61,107.4,28.2,51.9,16.8,"£47,103"
319,4011,136914,Secondary,108,21,46,100.3,18.2,39.1,15.7,"£43,331"
319,4015,143002,Secondary,86,32,29,83,28.6,27.1,15,"£45,665"
319,4019,136756,Secondary,82,18,24,75.1,16.3,21.7,16.2,"£44,657"
319,5200,144941,Primary,22,28,4,19.4,17.1,3.6,22.6,"£40,515"
319,5201,103005,Primary,21,14,7,17.5,6.8,5.1,20.5,"£40,768"
319,5202,145385,Primary,16,11,3,14.1,7,2.6,21,"£42,764"
319,5400,136621,Secondary,78,1,26,74.4,1,22,16.5,"£43,504"
319,5401,136795,Secondary,91,3,28,81.3,2.2,22.4,16.8,"£42,350"
319,5402,103009,Secondary,73,13,22,67.8,11.4,18.8,16.4,"£43,751"
319,5403,136785,Secondary,131,50,45,124.5,44.9,42.7,16.1,"£41,487"
319,5404,136787,Secondary,67,8,25,56.4,4.5,16.6,16.8,"£43,170"
319,5405,136789,Secondary,93,2,35,82.5,1.3,26.6,18,"£43,176"
319,5406,103013,Secondary,96,9,31,86.4,8.2,26,16.2,"£43,666"
319,5407,136798,Secondary,67,3,37,61.4,3,30.8,17.9,"£44,869"
320,2001,103032,Primary,37,23,12,31.9,12.8,8.5,21.5,"£43,216"
320,2005,141734,Primary,30,10,6,29.8,9.2,5.3,22.1,"£39,684"
320,2006,103036,Primary,26,31,13,23.6,21.3,6.3,19.1,"£44,060"
320,2007,136364,Primary,25,24,10,22.9,10.3,7.4,20.5,"£43,775"
320,2015,143384,Primary,44,36,15,43.3,30.8,13.3,21.7,"£42,524"
320,2017,103044,Primary,29,32,17,28.2,23.8,14.3,20,"£38,677"
320,2018,136413,Primary,63,52,28,63,48.4,19.3,20.9,"£37,289"
320,2019,138258,Primary,9,8,4,8.5,7.7,3.4,22.2,"£53,818"
320,2023,103048,Primary,35,10,15,35,8.8,14.6,23.6,"£45,954"
320,2028,103052,Primary,16,28,5,13.3,19.7,4.7,22.8,"£40,881"
320,2029,138364,Primary,26,16,3,25.6,12.4,2.6,21,"£39,137"
320,2030,103053,Primary,27,18,11,25,12.6,9.3,19.5,"£40,639"
320,2031,103054,Primary,25,18,9,21.5,11.5,7,21.4,"£43,914"
320,2033,139016,Primary,56,48,21,56,40.3,19.3,18.7,"£38,176"
320,2034,139259,Primary,21,9,4,18.9,7.8,3,17.7,"£44,251"
320,2035,139723,Primary,20,12,5,19.2,9.2,4.2,22.6,"£36,305"
320,2036,139724,Primary,30,15,9,29.1,11.2,7.8,20,"£41,788"
320,2037,140405,Primary,17,10,3,16.5,7.8,2.8,22.2,"£39,396"
320,2038,141748,Primary,5,1,2,5,1,2,17.8,"£39,223"
320,2039,142461,Primary,14,14,11,13.1,10.8,8.9,26.2,"£43,182"
320,2040,136362,Primary,27,18,6,24.7,13.7,4.4,18.5,"£44,649"
320,2045,103059,Primary,26,18,6,23.2,11.5,3.6,19.1,"£42,684"
320,2049,103060,Primary,24,14,5,21.8,12.1,4.7,20.3,"£38,389"
320,2050,103061,Primary,44,35,14,40.7,24,11.1,18.2,"£42,060"
320,2055,138325,Primary,14,9,8,13.8,6.9,7.4,24,"£37,398"
320,2061,103068,Primary,11,6,4,10.6,5.5,3.6,20.2,"£39,801"
320,2062,103069,Primary,12,8,4,10.7,5.3,4,22.8,"£47,854"
320,2064,103070,Primary,45,36,22,42.2,25.5,14.4,20.1,"£39,024"
320,2066,103072,Primary,22,33,12,21.4,29.4,11.7,20.6,"£45,839"
320,2067,103073,Primary,12,4,2,10.9,4,2,16.7,"£45,973"
320,2069,103074,Primary,23,26,5,20.5,17.5,4.1,21,"£39,713"
320,2072,103075,Primary,25,13,12,23.7,10.6,10.8,19.7,"£42,068"
320,2074,103077,Primary,48,30,36,47.2,26.3,24.2,17.1,"£34,982"
320,2075,103078,Primary,15,22,3,13.8,13.8,2.5,19.7,"£42,539"
320,2076,103079,Primary,31,35,9,29,26,7.9,17.5,"£39,281"
320,2078,103081,Primary,24,27,8,23.4,21.2,6.3,24.2,"£38,909"
320,2079,103082,Primary,16,15,9,16,11.5,4.8,19.9,"£39,266"
320,2081,139317,Primary,21,12,5,20.7,10.1,4.9,19.8,"£40,946"
320,2082,130343,Primary,26,14,11,23.9,12.5,9.2,18.6,"£40,392"
320,2083,131057,Primary,11,4,7,10.8,3.2,5.8,19,"£40,282"
320,2084,142713,Primary,17,11,14,17,9,13.6,23.2,"£33,884"
320,3001,103084,Primary,18,14,14,15.2,11,7.2,26.7,"£45,631"
320,3300,103085,Primary,10,6,3,8.8,3.6,2.6,24.6,"£42,003"
320,3301,103086,Primary,13,18,5,11.4,12.1,4.3,18.5,"£44,028"
320,3304,144239,Primary,21,22,9,19.3,19.5,8.2,17.1,"£40,933"
320,3305,103090,Primary,11,11,4,10,7.2,3,16.4,"£39,729"
320,3307,144238,Primary,34,22,11,32.8,17.6,8,17.5,"£37,455"
320,3308,138690,Primary,57,29,23,55.4,19.5,21,21.4,"£41,516"
320,3310,143383,Primary,NA,NA,NA,NA,NA,NA,NA,NA
320,3311,135193,Primary,20,23,8,17.3,19,4.9,24.7,"£39,799"
320,4000,103080,All through,94,56,39,91.7,49.7,33.4,15.4,"£41,648"
320,4001,138859,Secondary,44,11,14,39,9,11.3,14,"£44,583"
320,4002,140957,Secondary,37,4,19,36.8,3.4,17.4,14.6,"£38,376"
320,4060,103094,Secondary,61,29,24,57.6,28.7,22.6,14.6,"£42,830"
320,4061,139293,Secondary,45,7,17,40.6,5.2,13.3,15.4,"£48,972"
320,4062,103096,All through,60,20,17,56.9,16.9,16.2,16.1,"£43,808"
320,4063,103097,Secondary,75,19,27,72.5,13.9,23.9,15.8,"£42,425"
320,4064,143385,Secondary,49,10,12,49,9.5,12,13.1,"£39,003"
320,4066,103100,Secondary,56,12,24,54.4,10.7,22.4,15.7,"£40,515"
320,4069,103101,Secondary,62,16,22,61.2,15.1,21,13.3,"£40,657"
320,4072,103103,Secondary,66,15,30,57.8,9.4,24.9,15.3,"£48,033"
320,4075,103105,Secondary,63,9,26,60.2,9,25,13.9,"£46,677"
320,4076,133287,Secondary,55,11,13,53.4,9.8,12.7,13.4,"£44,336"
320,4603,103106,Secondary,82,17,29,79.3,15.4,26.7,15.2,"£44,112"
320,5200,103088,Primary,19,12,19,18,11,11.2,24.4,"£41,899"
320,5400,137558,Secondary,101,15,39,93.5,10.5,35.6,15.9,"£45,498"
320,5401,138691,Secondary,112,31,38,104.8,23.8,32.7,13.7,"£42,271"
320,6905,132727,Secondary,68,12,29,65.9,11.7,26.9,15.9,"£49,082"
330,2003,142230,Primary,25,24,20,22.7,20.7,16.6,30.8,"£38,438"
330,2004,134094,Primary,19,10,3,18.1,8,2.4,18.8,"£39,148"
330,2005,134098,Primary,36,33,8,32.7,22.5,6.9,21.5,"£39,320"
330,2008,103157,Primary,20,24,5,19.1,18.3,4.4,24.1,"£43,521"
330,2010,103159,Primary,36,20,8,35.4,17.7,7.6,16,"£33,810"
330,2011,134099,Primary,37,14,5,32.9,11.4,5,19.9,"£39,885"
330,2014,103162,Primary,23,22,3,20.9,18.8,2.6,20.2,"£40,086"
330,2015,134102,Primary,21,18,5,20,14.5,4.3,22.7,"£40,862"
330,2016,103163,Primary,19,10,4,17.6,8.6,3.3,20.5,"£38,376"
330,2017,103164,Primary,14,17,5,12.4,11.6,3.7,21.7,"£41,206"
330,2018,103165,Primary,30,23,7,27.1,18.3,5.5,15.4,"£37,401"
330,2019,134279,Primary,23,13,6,21.2,10.2,5.4,19.2,"£36,423"
330,2020,139443,Primary,24,18,7,23.8,16.2,4.9,19.3,"£42,214"
330,2021,134281,Primary,19,13,5,17.6,11.3,4.9,23.1,"£36,321"
330,2024,103168,Primary,14,7,3,12.7,6.3,2.8,18.1,"£37,226"
330,2025,103169,Primary,11,13,4,10.4,10.3,3.4,19.7,"£39,150"
330,2026,136815,Primary,25,16,6,21.4,13.4,5.9,17.6,"£35,340"
330,2030,103172,Primary,35,30,6,33,22.7,5.6,21.6,"£41,666"
330,2032,137492,Primary,16,14,7,15.8,12.5,5.1,26.6,"£38,191"
330,2036,138194,Primary,20,7,4,18.8,6.7,3.8,21.3,"£34,086"
330,2037,138590,Primary,20,24,6,19,18.7,3.7,23.1,"£34,301"
